Date,TransactionID,Quantity,UnitPrice,StoreLocation,PaymentType,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,CustomerID,StaffID,WeatherID,ProductID
2023-01-01 19:00:00,20,1,11.999116770458238,West,Cash,55,Online Order,Sunday,11.999116770458238,20,20,18,7
2023-01-01 20:00:00,21,2,17.25084803837817,West,Online,36,Phone Order,Sunday,34.50169607675634,21,21,19,2
2023-01-01 21:00:00,22,5,6.010768321782837,North,Cash,46,In Store,Sunday,30.053841608914187,22,22,20,13
2023-01-01 22:00:00,23,1,10.810888785029888,West,Credit Card,30,Phone Order,Sunday,10.810888785029888,23,23,21,6
2023-01-01 23:00:00,24,3,17.777618553109214,East,Credit Card,29,Phone Order,Sunday,53.33285565932764,24,24,22,15
2023-01-02 00:00:00,25,4,11.058467962551855,East,Online,56,Online Order,Monday,44.23387185020742,25,25,23,2
2023-01-02 01:00:00,26,2,6.1642196709716135,East,Credit Card,26,Phone Order,Monday,12.328439341943229,26,26,24,8
2023-01-02 02:00:00,27,1,13.138015527983772,East,Cash,15,Online Order,Monday,13.138015527983772,27,27,25,8
2023-01-02 03:00:00,28,5,17.926137423774428,East,Cash,31,Phone Order,Monday,89.63068711887215,28,28,26,7
2023-01-02 04:00:00,29,1,13.854283144297396,West,Online,55,Phone Order,Monday,13.854283144297396,29,29,27,14
2023-01-02 05:00:00,30,5,8.394186623213477,North,Credit Card,42,Phone Order,Monday,41.970933116067386,30,30,28,6
2023-01-02 06:00:00,31,3,10.76359430206072,North,Online,21,Phone Order,Monday,32.29078290618216,31,31,29,10
2023-01-02 07:00:00,32,4,11.751850417728985,East,Cash,23,Phone Order,Monday,47.00740167091593,32,32,3,15
2023-01-02 08:00:00,33,3,13.688995307307902,West,Online,36,Phone Order,Monday,41.0669859219237,33,33,30,4
2023-01-02 09:00:00,34,2,16.390265386289194,South,Credit Card,40,Online Order,Monday,32.78053077257839,34,34,31,12
2023-01-02 10:00:00,35,1,6.483104264609532,South,Online,26,Online Order,Monday,6.483104264609532,35,35,32,9
2023-01-02 11:00:00,36,5,18.344780495263496,West,Credit Card,21,In Store,Monday,91.72390247631748,36,36,33,1
2023-01-02 12:00:00,37,5,5.184645545241134,East,Credit Card,29,Phone Order,Monday,25.923227726205667,37,37,9,16
2023-01-02 13:00:00,38,1,10.550785020113828,North,Cash,52,Online Order,Monday,10.550785020113828,38,38,34,5
2023-01-02 14:00:00,39,1,5.411304649589865,West,Cash,35,Phone Order,Monday,5.411304649589865,39,39,35,3
2023-01-02 15:00:00,40,2,10.894613380179369,South,Cash,28,Phone Order,Monday,21.789226760358737,40,40,36,5
2023-01-02 16:00:00,41,3,12.887188983099858,South,Credit Card,16,Online Order,Monday,38.66156694929957,41,41,37,6
2023-01-02 17:00:00,42,5,12.675220798722677,South,Online,22,Phone Order,Monday,63.37610399361338,42,42,38,15
2023-01-02 18:00:00,43,2,7.48442520542398,East,Credit Card,59,Online Order,Monday,14.96885041084796,43,43,9,1
2023-01-02 19:00:00,44,3,14.686107651434185,South,Cash,20,Online Order,Monday,44.05832295430256,44,44,39,11
2023-01-02 20:00:00,45,2,5.671676757570023,West,Cash,51,In Store,Monday,11.343353515140048,45,45,40,15
2023-01-02 21:00:00,46,5,16.42860230198623,West,Online,51,In Store,Monday,82.14301150993116,46,46,7,11
2023-01-02 22:00:00,47,1,19.1996665099032,South,Cash,47,In Store,Monday,19.1996665099032,47,47,41,3
2023-01-02 23:00:00,48,1,10.096532407266768,West,Cash,55,In Store,Monday,10.096532407266768,48,48,42,4
2023-01-03 00:00:00,49,3,12.758590725714978,South,Cash,20,Phone Order,Tuesday,38.27577217714493,49,49,43,16
2023-01-03 01:00:00,50,4,10.683654170882216,South,Online,40,Phone Order,Tuesday,42.73461668352886,50,50,44,13
2023-01-03 02:00:00,51,3,5.100655854560899,North,Credit Card,53,In Store,Tuesday,15.301967563682698,51,51,45,8
2023-01-03 03:00:00,52,4,10.78811754342674,East,Cash,55,Online Order,Tuesday,43.15247017370696,52,52,46,1
2023-01-03 04:00:00,53,2,16.875803888920196,East,Online,51,Online Order,Tuesday,33.75160777784039,53,53,47,5
2023-01-03 05:00:00,54,2,13.939832632752228,North,Cash,28,Online Order,Tuesday,27.879665265504453,54,54,7,1
2023-01-03 06:00:00,55,5,6.518898719227384,North,Online,51,Online Order,Tuesday,32.594493596136914,55,55,48,3
2023-01-03 07:00:00,56,4,17.707092345406778,East,Cash,22,Phone Order,Tuesday,70.82836938162711,56,56,49,11
2023-01-03 08:00:00,57,5,12.966280173278642,South,Online,53,Online Order,Tuesday,64.83140086639321,57,57,50,12
2023-01-03 09:00:00,58,1,17.62585042617014,South,Cash,27,Online Order,Tuesday,17.62585042617014,58,58,7,13
2023-01-03 10:00:00,59,4,13.70332278177544,East,Credit Card,27,In Store,Tuesday,54.81329112710176,59,59,51,10
2023-01-03 11:00:00,60,3,13.395326672569098,South,Cash,54,Online Order,Tuesday,40.185980017707294,60,60,3,8
2023-01-03 12:00:00,61,1,6.5788877779551855,North,Online,57,Phone Order,Tuesday,6.5788877779551855,61,61,52,3
2023-01-03 13:00:00,62,1,7.510395997079419,South,Cash,42,Online Order,Tuesday,7.510395997079419,62,62,53,4
2023-01-03 14:00:00,63,3,19.580378847448863,South,Credit Card,32,Online Order,Tuesday,58.7411365423466,63,63,54,9
2023-01-03 15:00:00,64,1,8.427301201321562,West,Cash,33,Phone Order,Tuesday,8.427301201321562,64,64,3,11
2023-01-03 16:00:00,65,4,19.66178176985552,West,Online,52,In Store,Tuesday,78.64712707942208,65,65,55,14
2023-01-03 17:00:00,66,5,12.97869059786395,West,Online,46,Phone Order,Tuesday,64.89345298931975,66,66,56,13
2023-01-03 18:00:00,67,1,7.0368357059590565,South,Credit Card,36,In Store,Tuesday,7.0368357059590565,67,67,57,1
2023-01-03 19:00:00,68,4,6.489533041305394,East,Online,16,Online Order,Tuesday,25.958132165221578,68,68,58,14
2023-01-03 20:00:00,69,2,8.1329610605861,North,Cash,27,In Store,Tuesday,16.2659221211722,69,69,59,1
2023-01-03 21:00:00,70,4,18.88455995038004,South,Cash,37,In Store,Tuesday,75.53823980152015,70,70,3,10
2023-01-03 22:00:00,71,5,11.212253364923402,East,Cash,39,In Store,Tuesday,56.06126682461701,71,71,60,6
2023-01-03 23:00:00,72,4,10.931514019893717,South,Online,42,Online Order,Tuesday,43.72605607957486,72,72,61,17
2023-01-04 00:00:00,73,3,9.69809391605261,North,Cash,25,In Store,Wednesday,29.09428174815783,73,73,62,17
2023-01-04 01:00:00,74,5,7.2059277584988255,South,Cash,47,In Store,Wednesday,36.029638792494126,74,74,63,5
2023-01-04 02:00:00,75,2,12.317767957886096,North,Cash,38,Online Order,Wednesday,24.635535915772195,75,75,64,3
2023-01-04 03:00:00,76,3,6.95071673766708,South,Credit Card,16,Phone Order,Wednesday,20.85215021300124,76,76,65,3
2023-01-04 04:00:00,77,4,17.532203545734916,North,Online,44,Phone Order,Wednesday,70.12881418293966,77,77,66,16
2023-01-04 05:00:00,78,5,10.555954794129596,South,Online,31,Phone Order,Wednesday,52.77977397064799,78,78,67,9
2023-01-04 06:00:00,79,2,10.622053516726943,North,Online,54,Online Order,Wednesday,21.24410703345389,79,79,68,10
2023-01-04 07:00:00,80,3,12.110096427247338,West,Credit Card,48,Online Order,Wednesday,36.33028928174201,80,80,69,7
2023-01-04 08:00:00,81,2,11.661915697486275,South,Online,52,Phone Order,Wednesday,23.32383139497255,81,81,70,15
2023-01-04 09:00:00,82,4,19.92286959588982,South,Credit Card,36,In Store,Wednesday,79.69147838355929,82,82,71,16
2023-01-04 10:00:00,83,2,13.180716818274538,East,Credit Card,19,Phone Order,Wednesday,26.36143363654908,83,83,72,8
2023-01-04 11:00:00,84,1,6.3230255568480604,East,Online,54,Online Order,Wednesday,6.3230255568480604,84,84,73,17
2023-01-04 12:00:00,85,3,14.10316012365395,North,Cash,30,In Store,Wednesday,42.30948037096185,85,85,74,15
2023-01-04 13:00:00,86,2,7.273764393048199,South,Cash,27,In Store,Wednesday,14.547528786096398,86,86,75,8
2023-01-04 14:00:00,87,4,5.46406467097013,North,Online,40,Online Order,Wednesday,21.85625868388052,87,87,76,16
2023-01-04 15:00:00,88,4,19.56113230515872,West,Online,45,In Store,Wednesday,78.24452922063489,88,88,77,5
2023-01-04 16:00:00,89,2,16.603083373018457,East,Credit Card,53,Phone Order,Wednesday,33.206166746036914,89,89,7,1
2023-01-04 17:00:00,90,4,19.701634886206502,North,Online,37,Online Order,Wednesday,78.80653954482602,90,90,78,3
2023-01-04 18:00:00,91,5,12.168176720333635,North,Credit Card,26,Online Order,Wednesday,60.84088360166818,91,91,79,3
2023-01-04 19:00:00,92,5,12.983862967234645,East,Online,28,Online Order,Wednesday,64.91931483617321,92,92,80,13
2023-01-04 20:00:00,93,5,7.525054338786953,South,Cash,32,Online Order,Wednesday,37.62527169393477,93,93,81,16
2023-01-04 21:00:00,94,1,8.703611400013784,North,Cash,41,In Store,Wednesday,8.703611400013784,94,94,82,10
2023-01-04 22:00:00,95,2,17.57823822354242,East,Online,42,Online Order,Wednesday,35.15647644708484,95,95,83,7
2023-01-04 23:00:00,96,1,10.342784706763911,South,Credit Card,32,Online Order,Wednesday,10.342784706763911,96,96,84,7
2023-01-05 00:00:00,97,4,17.402224606946284,West,Cash,30,In Store,Thursday,69.60889842778514,97,97,85,13
2023-01-05 01:00:00,98,1,15.635205864305476,East,Credit Card,30,Online Order,Thursday,15.635205864305476,98,98,9,18
2023-01-05 02:00:00,99,4,7.6575638790779825,North,Online,27,In Store,Thursday,30.63025551631193,99,99,86,10
2023-01-05 03:00:00,100,4,12.611695491796132,West,Online,43,In Store,Thursday,50.44678196718453,100,100,87,3
2023-01-05 04:00:00,101,3,15.160809822780752,South,Cash,23,Online Order,Thursday,45.48242946834226,101,101,7,2
2023-01-05 05:00:00,102,5,8.525558222057377,South,Online,40,Phone Order,Thursday,42.627791110286886,102,102,88,15
2023-01-05 06:00:00,103,4,17.46032765780115,East,Cash,42,Online Order,Thursday,69.8413106312046,103,103,89,2
2023-01-05 07:00:00,104,3,13.172414863177805,East,Credit Card,55,Phone Order,Thursday,39.517244589533405,104,104,3,18
2023-01-05 08:00:00,105,5,7.478630756639048,East,Cash,27,In Store,Thursday,37.39315378319524,105,105,90,6
2023-01-05 09:00:00,106,4,13.744766392469035,South,Cash,50,Phone Order,Thursday,54.97906556987615,106,106,91,7
2023-01-05 10:00:00,107,4,19.99570706233871,West,Credit Card,23,Online Order,Thursday,79.98282824935484,107,107,92,11
2023-01-05 11:00:00,108,1,7.257822374951203,South,Cash,28,Online Order,Thursday,7.257822374951203,108,108,93,15
2023-01-05 12:00:00,109,1,17.25135395179292,North,Cash,26,Phone Order,Thursday,17.25135395179292,109,109,94,1
2023-01-05 13:00:00,110,5,8.10963504781337,South,Online,46,Online Order,Thursday,40.54817523906685,110,110,95,16
2023-01-05 14:00:00,111,4,16.73582494190131,North,Credit Card,52,Phone Order,Thursday,66.94329976760524,111,111,96,8
2023-01-05 15:00:00,112,2,16.0186688468212,West,Cash,17,In Store,Thursday,32.0373376936424,112,112,97,2
2023-01-05 16:00:00,113,1,9.507340784006486,East,Credit Card,30,Phone Order,Thursday,9.507340784006486,113,113,3,7
2023-01-05 17:00:00,114,5,9.887346763466748,East,Credit Card,34,Phone Order,Thursday,49.43673381733375,114,114,98,12
2023-01-05 18:00:00,115,4,16.887820879443787,South,Cash,46,Phone Order,Thursday,67.55128351777515,115,115,99,1
2023-01-05 19:00:00,116,4,11.92168267830969,East,Online,37,Phone Order,Thursday,47.68673071323876,116,116,100,8
2023-01-05 20:00:00,117,2,15.962270430677131,West,Credit Card,31,In Store,Thursday,31.924540861354263,117,117,101,4
2023-01-05 21:00:00,118,5,7.219762210487522,East,Cash,30,In Store,Thursday,36.09881105243761,118,118,102,4
2023-01-05 22:00:00,119,4,17.7883667285233,South,Credit Card,52,In Store,Thursday,71.1534669140932,119,119,103,6
2023-01-05 23:00:00,120,1,15.663270750234789,West,Online,22,Phone Order,Thursday,15.663270750234789,120,120,104,3
2023-01-06 00:00:00,121,2,18.604142132522508,North,Online,33,In Store,Friday,37.208284265045016,121,121,105,6
2023-01-06 01:00:00,122,5,6.985585685524587,South,Online,44,Online Order,Friday,34.92792842762293,122,122,106,3
2023-01-06 02:00:00,123,2,13.895217505408963,North,Cash,48,In Store,Friday,27.79043501081793,123,123,107,3
2023-01-06 03:00:00,124,1,13.986808775604878,West,Cash,28,Phone Order,Friday,13.986808775604878,124,124,7,1
2023-01-06 04:00:00,125,5,10.301911108201736,South,Online,36,Online Order,Friday,51.50955554100868,125,125,108,6
2023-01-06 05:00:00,126,2,11.876996368538869,South,Cash,58,Phone Order,Friday,23.75399273707773,126,126,109,5
2023-01-06 06:00:00,127,3,5.569723449347802,West,Online,31,Online Order,Friday,16.709170348043408,127,127,110,10
2023-01-06 07:00:00,128,1,16.18790057940518,East,Cash,29,Phone Order,Friday,16.18790057940518,128,128,111,13
2023-01-06 08:00:00,129,1,13.239837191047611,South,Online,46,Phone Order,Friday,13.239837191047611,129,129,112,2
2023-01-06 09:00:00,130,1,5.866115778037607,South,Credit Card,27,Online Order,Friday,5.866115778037607,130,130,113,6
2023-01-06 10:00:00,131,3,15.211338394407283,North,Online,35,In Store,Friday,45.63401518322185,131,131,114,1
2023-01-06 11:00:00,132,3,12.00173115846782,East,Online,54,Online Order,Friday,36.00519347540346,132,132,115,6
2023-01-06 12:00:00,133,4,5.516918891375,North,Cash,47,Online Order,Friday,22.0676755655,133,133,116,3
2023-01-06 13:00:00,134,2,19.54411590272143,North,Cash,41,Online Order,Friday,39.08823180544286,134,134,117,4
2023-01-06 14:00:00,135,4,19.236682146341607,East,Cash,49,Online Order,Friday,76.94672858536643,135,135,118,4
2023-01-06 15:00:00,136,2,12.693536242207964,East,Cash,30,Online Order,Friday,25.387072484415928,136,136,119,3
2023-01-06 16:00:00,137,3,6.405086310588652,West,Cash,42,Phone Order,Friday,19.21525893176596,137,137,3,16
2023-01-06 17:00:00,138,3,16.319318323978877,East,Cash,48,Phone Order,Friday,48.95795497193663,138,138,120,9
2023-01-06 18:00:00,139,4,12.378966501585936,South,Credit Card,15,In Store,Friday,49.51586600634374,139,139,121,5
2023-01-06 19:00:00,140,5,9.5367121743407,East,Online,55,In Store,Friday,47.6835608717035,140,140,9,17
2023-01-06 20:00:00,141,4,12.371272662928352,West,Online,45,Online Order,Friday,49.485090651713406,141,141,3,15
2023-01-06 21:00:00,142,2,12.836662181081966,West,Online,50,In Store,Friday,25.67332436216393,142,142,122,3
2023-01-06 22:00:00,143,4,13.440675485335088,West,Credit Card,58,In Store,Friday,53.76270194134035,143,143,123,2
2023-01-06 23:00:00,144,1,11.6183557048299,East,Online,47,Online Order,Friday,11.6183557048299,144,144,124,6
2023-01-07 00:00:00,145,2,14.08632954708585,East,Credit Card,47,Phone Order,Saturday,28.1726590941717,145,145,125,14
2023-01-07 01:00:00,146,2,18.78102065909566,North,Credit Card,53,Phone Order,Saturday,37.56204131819132,146,146,126,3
2023-01-07 02:00:00,147,5,10.434021306478868,North,Credit Card,32,In Store,Saturday,52.17010653239434,147,147,127,14
2023-01-07 03:00:00,148,3,15.885746948299236,South,Online,37,Phone Order,Saturday,47.65724084489771,148,148,128,3
2023-01-07 04:00:00,149,2,18.416788352363483,North,Credit Card,37,Phone Order,Saturday,36.833576704726966,149,149,129,15
2023-01-07 05:00:00,150,3,11.839689136399054,South,Online,29,In Store,Saturday,35.51906740919716,150,150,130,11
2023-01-07 06:00:00,151,4,11.65183754572856,West,Online,40,Online Order,Saturday,46.607350182914246,151,151,9,4
2023-01-07 07:00:00,152,1,14.031754780321693,North,Cash,44,In Store,Saturday,14.031754780321693,152,152,131,13
2023-01-07 08:00:00,153,5,13.87110139133732,East,Cash,39,In Store,Saturday,69.35550695668661,153,153,132,3
2023-01-07 09:00:00,154,3,17.098840134894154,North,Credit Card,59,In Store,Saturday,51.29652040468246,154,154,133,11
2023-01-07 10:00:00,155,2,12.14725075667439,South,Credit Card,30,Online Order,Saturday,24.29450151334878,155,155,134,4
2023-01-07 11:00:00,156,3,19.941844244591618,North,Online,53,Online Order,Saturday,59.82553273377485,156,156,135,16
2023-01-07 12:00:00,157,2,5.892073533009212,West,Credit Card,59,Online Order,Saturday,11.784147066018424,157,157,7,8
2023-01-07 13:00:00,158,3,5.047517728710526,East,Credit Card,28,Online Order,Saturday,15.142553186131575,158,158,136,14
2023-01-07 14:00:00,159,2,14.602974673394357,South,Online,31,In Store,Saturday,29.205949346788717,159,159,137,14
2023-01-07 15:00:00,160,4,9.47652368542815,East,Credit Card,26,Phone Order,Saturday,37.9060947417126,160,160,138,2
2023-01-07 16:00:00,161,2,8.605735830492257,East,Credit Card,43,In Store,Saturday,17.211471660984515,161,161,139,4
2023-01-07 17:00:00,162,2,9.678486200064206,South,Online,46,Online Order,Saturday,19.356972400128413,162,162,140,16
2023-01-07 18:00:00,163,1,8.840713476574315,East,Online,38,Phone Order,Saturday,8.840713476574315,163,163,141,17
2023-01-07 19:00:00,164,2,5.461850744906718,East,Cash,27,In Store,Saturday,10.923701489813435,164,164,142,15
2023-01-07 20:00:00,165,1,19.57299563585883,North,Online,34,Phone Order,Saturday,19.57299563585883,165,165,143,4
2023-01-07 21:00:00,166,5,8.311182326791727,East,Cash,29,Online Order,Saturday,41.55591163395863,166,166,144,18
2023-01-07 22:00:00,167,1,16.010446438839594,East,Credit Card,18,Phone Order,Saturday,16.010446438839594,167,167,145,10
2023-01-07 23:00:00,168,4,16.43894592041263,East,Online,48,Phone Order,Saturday,65.75578368165051,168,168,146,9
2023-01-08 00:00:00,169,1,18.93886097010844,East,Online,42,Online Order,Sunday,18.93886097010844,169,169,147,14
2023-01-08 01:00:00,170,5,5.4582418564007,South,Online,16,Phone Order,Sunday,27.2912092820035,170,170,148,11
2023-01-08 02:00:00,171,4,18.080725076705114,West,Credit Card,44,In Store,Sunday,72.32290030682046,171,171,149,14
2023-01-08 03:00:00,172,3,12.908392712597005,North,Cash,40,Phone Order,Sunday,38.725178137791005,172,172,150,11
2023-01-08 04:00:00,173,3,14.488161649487418,East,Credit Card,40,In Store,Sunday,43.46448494846226,173,173,151,2
2023-01-08 05:00:00,174,1,14.667054156815505,East,Credit Card,34,Phone Order,Sunday,14.667054156815505,174,174,152,17
2023-01-08 06:00:00,175,1,17.29696707477091,South,Online,56,Phone Order,Sunday,17.29696707477091,175,175,153,14
2023-01-08 07:00:00,176,5,10.001109832386655,West,Cash,42,Online Order,Sunday,50.00554916193329,176,176,154,17
2023-01-08 08:00:00,177,5,15.9957678478999,East,Credit Card,34,Online Order,Sunday,79.97883923949951,177,177,155,13
2023-01-08 09:00:00,178,2,12.928671645832956,South,Online,25,In Store,Sunday,25.857343291665916,178,178,156,2
2023-01-08 10:00:00,179,5,16.900910214580215,North,Credit Card,24,Online Order,Sunday,84.50455107290108,179,179,157,17
2023-01-08 11:00:00,180,2,19.858190491552,North,Credit Card,37,Online Order,Sunday,39.716380983104,180,180,158,4
2023-01-08 12:00:00,181,4,8.009765261056419,East,Online,51,Online Order,Sunday,32.03906104422568,181,181,159,12
2023-01-08 13:00:00,182,1,19.919729623399967,East,Online,55,Online Order,Sunday,19.919729623399967,182,182,160,18
2023-01-08 14:00:00,183,4,6.347182314241611,West,Cash,33,Online Order,Sunday,25.38872925696644,183,183,9,12
2023-01-08 15:00:00,184,5,5.034763218572208,West,Credit Card,59,In Store,Sunday,25.17381609286104,184,184,161,5
2023-01-08 16:00:00,185,4,5.662429042667469,East,Online,32,In Store,Sunday,22.64971617066988,185,185,162,8
2023-01-08 17:00:00,186,4,10.126736071051424,South,Online,41,Online Order,Sunday,40.5069442842057,186,186,163,13
2023-01-08 18:00:00,187,4,14.493594960176512,West,Cash,20,Online Order,Sunday,57.97437984070605,187,187,164,7
2023-01-08 19:00:00,188,5,6.035443113317744,East,Cash,24,In Store,Sunday,30.17721556658872,188,188,165,9
2023-01-08 20:00:00,189,4,5.084987217943509,West,Online,16,Phone Order,Sunday,20.33994887177404,189,189,166,17
2023-01-08 21:00:00,190,2,19.05636542688192,East,Cash,38,In Store,Sunday,38.11273085376384,190,190,167,18
2023-01-08 22:00:00,191,5,17.328899539098945,North,Online,52,Phone Order,Sunday,86.64449769549472,191,191,7,6
2023-01-08 23:00:00,192,4,17.137747567085466,East,Credit Card,42,Online Order,Sunday,68.55099026834186,192,192,168,4
2023-01-09 00:00:00,193,5,18.266364132529656,North,Cash,42,Online Order,Monday,91.33182066264828,193,193,169,14
2023-01-09 01:00:00,194,3,15.500514091581566,West,Credit Card,59,In Store,Monday,46.5015422747447,194,194,170,3
2023-01-09 02:00:00,195,2,6.566061946221222,East,Credit Card,53,Online Order,Monday,13.132123892442443,195,195,171,8
2023-01-09 03:00:00,196,4,10.986502821105846,West,Credit Card,16,Phone Order,Monday,43.946011284423385,196,196,9,8
2023-01-09 04:00:00,197,3,15.847242296969442,North,Online,19,Phone Order,Monday,47.54172689090833,197,197,172,4
2023-01-09 05:00:00,198,3,9.205016911872814,East,Credit Card,25,In Store,Monday,27.615050735618443,198,198,173,5
2023-01-09 06:00:00,199,5,15.311095462043564,West,Credit Card,24,Phone Order,Monday,76.55547731021782,199,199,174,14
2023-01-09 07:00:00,200,3,5.367476724014785,North,Credit Card,57,In Store,Monday,16.102430172044354,200,200,175,15
2023-01-09 08:00:00,201,2,9.5920601131939,West,Online,16,In Store,Monday,19.1841202263878,201,201,176,16
2023-01-09 09:00:00,202,2,13.23695504415759,South,Credit Card,29,Phone Order,Monday,26.47391008831518,202,202,177,8
2023-01-09 10:00:00,203,1,14.481347442593634,North,Credit Card,53,Phone Order,Monday,14.481347442593634,203,203,178,6
2023-01-09 11:00:00,204,2,13.655609966928662,North,Cash,55,Phone Order,Monday,27.311219933857323,204,204,179,11
2023-01-09 12:00:00,205,3,15.466344141101445,North,Online,51,Phone Order,Monday,46.39903242330433,205,205,180,15
2023-01-09 13:00:00,206,2,5.091331223597586,East,Credit Card,21,Phone Order,Monday,10.182662447195172,206,206,181,2
2023-01-09 14:00:00,207,5,6.514117999662823,East,Cash,34,Phone Order,Monday,32.57058999831411,207,207,182,7
2023-01-09 15:00:00,208,1,18.03416378418717,East,Online,48,Phone Order,Monday,18.03416378418717,208,208,183,4
2023-01-09 16:00:00,209,3,15.226229661352418,South,Online,49,Online Order,Monday,45.67868898405725,209,209,184,9
2023-01-09 17:00:00,210,1,6.69397464029017,South,Online,48,In Store,Monday,6.69397464029017,210,210,185,8
2023-01-09 18:00:00,211,3,17.63111656097869,North,Online,36,In Store,Monday,52.89334968293607,211,211,186,18
2023-01-09 19:00:00,212,5,8.633468267368503,South,Online,45,Phone Order,Monday,43.16734133684251,212,212,7,15
2023-01-09 20:00:00,213,1,12.173898262928352,West,Online,37,In Store,Monday,12.173898262928352,213,213,187,18
2023-01-09 21:00:00,214,4,7.177947693269904,North,Credit Card,33,Phone Order,Monday,28.711790773079617,214,214,3,13
2023-01-09 22:00:00,215,3,15.6516508463256,North,Credit Card,18,Online Order,Monday,46.9549525389768,215,215,188,3
2023-01-09 23:00:00,216,4,15.002816315214018,West,Credit Card,38,In Store,Monday,60.01126526085607,216,216,189,10
2023-01-10 00:00:00,217,1,8.166687067492042,North,Credit Card,34,In Store,Tuesday,8.166687067492042,217,217,190,15
2023-01-10 01:00:00,218,4,17.951011502855028,South,Cash,53,Online Order,Tuesday,71.80404601142011,218,218,191,3
2023-01-10 02:00:00,219,4,11.019590363295682,East,Credit Card,42,Online Order,Tuesday,44.07836145318273,219,219,192,10
2023-01-10 03:00:00,220,1,9.387726366061129,West,Online,53,Online Order,Tuesday,9.387726366061129,220,220,193,5
2023-01-10 04:00:00,221,5,7.284943841968031,South,Credit Card,31,In Store,Tuesday,36.42471920984016,221,221,194,15
2023-01-10 05:00:00,222,4,8.992520187733062,West,Credit Card,33,In Store,Tuesday,35.97008075093225,222,222,195,10
2023-01-10 06:00:00,223,4,5.330403818357255,West,Online,49,Online Order,Tuesday,21.32161527342902,223,223,196,5
2023-01-10 07:00:00,224,5,13.748862386841733,North,Credit Card,46,Online Order,Tuesday,68.74431193420867,224,224,197,5
2023-01-10 08:00:00,225,4,17.63346119515922,North,Credit Card,53,Online Order,Tuesday,70.53384478063688,225,225,198,4
2023-01-10 09:00:00,226,4,13.234706741624628,South,Credit Card,49,Online Order,Tuesday,52.93882696649851,226,226,199,8
2023-01-10 10:00:00,227,4,8.289109428858136,West,Cash,44,Online Order,Tuesday,33.156437715432546,227,227,200,5
2023-01-10 11:00:00,228,2,5.505037673208091,North,Credit Card,31,Phone Order,Tuesday,11.010075346416182,228,228,201,4
2023-01-10 12:00:00,229,5,8.219421098882043,North,Online,56,Online Order,Tuesday,41.097105494410215,229,229,202,13
2023-01-10 13:00:00,230,4,11.241821421066383,West,Online,43,Phone Order,Tuesday,44.96728568426554,230,230,203,6
2023-01-10 14:00:00,231,5,16.394171430496947,South,Credit Card,20,In Store,Tuesday,81.97085715248474,231,231,204,15
2023-01-10 15:00:00,232,3,7.817642788066612,South,Credit Card,31,In Store,Tuesday,23.452928364199835,232,232,205,3
2023-01-10 16:00:00,233,3,15.796871800320291,West,Credit Card,31,Phone Order,Tuesday,47.39061540096088,233,233,206,16
